Year,Month,Highest Temperature
1959,Aug,90.5
1959,Dec,52.68260869565218
1959,Feb,52.127272727272725
1959,Jan,51.61739130434783
1959,Jul,95.18695652173913
1959,Jun,85.22173913043478
1959,Mar,59.29545454545455
1959,May,81.25
1959,Nov,60.91363636363636
1959,Oct,69.55
1959,Sep,82.18181818181819
1960,Apr,72.3047619047619
1960,Aug,94.66363636363636
1960,Dec,48.277272727272724
1960,Feb,50.9
1960,Jan,50.660869565217396
1960,Jul,97.08636363636364
1960,Jun,82.8391304347826
1960,Mar,68.48695652173913
1960,May,77.7
1960,Nov,57.5304347826087
1960,Oct,75.72380952380952
1960,Sep,84.69565217391305
1961,Apr,66.60909090909091
1961,Aug,98.36521739130436
1961,Dec,49.233333333333334
1961,Feb,55.373913043478254
1961,Jan,54.130434782608695
1961,Jul,96.07619047619048
1961,Jun,92.64761904761905
1961,Mar,61.69565217391305
1961,May,83.66956521739131
1961,Nov,54.26521739130435
1961,Oct,74.83636363636364
1961,Sep,81.97272727272728
1962,Apr,75.37727272727273
1962,Aug,87.87142857142857
1962,Dec,51.11363636363637
1962,Feb,57.154545454545456
1962,Jan,53.51818181818182
1962,Jul,91.9608695652174
1962,Jun,84.67727272727274
1962,Mar,63.43636363636363
1962,May,69.34545454545454
1962,Nov,60.38260869565217
1962,Oct,73.47826086956522
1962,Sep,85.72272727272728
1963,Apr,68.68636363636364
1963,Aug,89.96818181818182
1963,Dec,48.99565217391305
1963,Feb,59.873913043478254
1963,Jan,49.4
1963,Jul,83.69545454545454
1963,Jun,88.79545454545455
1963,Mar,63.11904761904762
1963,May,84.07000000000001
1963,Nov,55.5
1963,Oct,75.74761904761905
1963,Sep,88.63181818181819
1964,Apr,64.21904761904761
1964,Aug,88.68571428571428
1964,Dec,48.222727272727276
1964,Feb,53.51818181818182
1964,Jan,48.50454545454545
1964,Jul,91.76
1964,Jun,81.60909090909091
1964,Mar,67.60454545454546
1964,May,79.10909090909091
1964,Nov,55.28181818181818
1964,Oct,73.6590909090909
1964,Sep,79.84545454545454
1965,Apr,74.01904761904763
1965,Aug,94.07727272727271
1965,Dec,51.147619047619045
1965,Feb,56.13333333333333
1965,Jan,50.019047619047626
1965,Jul,94.40454545454546
1965,Jun,85.1590909090909
1965,Mar,64.87142857142857
1965,May,76.8952380952381
1965,Nov,61.96190476190476
1965,Oct,75.18181818181819
1965,Sep,79.49047619047619
1966,Apr,72.91818181818182
1966,Aug,92.28571428571429
1966,Dec,51.18260869565218
1966,Feb,54.36818181818182
1966,Jan,48.80434782608695
1966,Jul,87.44285714285714
1966,Jun,84.74545454545455
1966,Mar,68.37727272727273
1966,May,83.65714285714286
1966,Nov,59.20454545454545
1966,Oct,74.74545454545455
1966,Sep,86.68095238095238
1967,Apr,62.84347826086957
1967,Aug,97.00434782608696
1967,Dec,51.34761904761905
1967,Feb,56.61818181818182
1967,Jan,52.42173913043479
1967,Jul,91.44545454545454
1967,Jun,88.14545454545454
1967,Mar,57.02272727272727
1967,May,80.58571428571429
1967,Nov,60.23809523809524
1967,Oct,70.84285714285714
1967,Sep,91.83181818181818
1968,Apr,75.96190476190476
1968,Aug,90.17619047619048
1968,Dec,51.909523809523805
1968,Feb,64.495
1968,Jan,53.77
1968,Jul,94.78095238095239
1968,Jun,86.4090909090909
1968,Mar,66.64500000000001
1968,May,79.14500000000001
1968,Nov,54.88636363636363
1968,Oct,71.62727272727273
1968,Sep,84.36818181818181
1969,Apr,71.01363636363637
1969,Aug,88.1304347826087
1969,Dec,49.91904761904762
1969,Feb,47.926086956521736
1969,Jan,43.3304347826087
1969,Jul,88.60434782608696
1969,Jun,91.17391304347827
1969,Mar,68.58571428571429
1969,May,85.44347826086957
1969,Nov,60.52608695652174
1969,Oct,68.64347826086956
1969,Sep,87.48181818181818
1970,Apr,61.92173913043479
1970,Aug,92.4047619047619
1970,Dec,49.74761904761905
1970,Feb,55.22727272727273
1970,Jan,47.97727272727273
1970,Jul,93.78260869565217
1970,Jun,92.69500000000001
1970,Mar,60.42272727272727
1970,May,81.36086956521739
1970,Nov,60.81428571428571
1970,Oct,77.48181818181818
1970,Sep,82.61363636363636
1971,Apr,70.80909090909091
1971,Aug,96.5142857142857
1971,Dec,48.13809523809524
1971,Feb,55.661904761904765
1971,Jan,55.2952380952381
1971,Jul,95.75
1971,Jun,84.86363636363636
1971,Mar,56.595454545454544
1971,May,83.17142857142856
1971,Nov,54.96363636363637
1971,Oct,77.78421052631579
1971,Sep,80.56666666666668
1972,Apr,70.4
1972,Aug,96.18695652173913
1972,Dec,54.357894736842105
1972,Feb,57.60952380952381
1972,Jan,47.46315789473684
1972,Jul,91.94090909090909
1972,Jun,85.04545454545455
1972,Mar,66.26363636363637
1972,May,86.79565217391304
1972,Nov,54.61818181818182
1972,Oct,73.38095238095238
1972,Sep,85.92272727272727
1973,Apr,70.2
1973,Aug,90.40454545454546
1973,Dec,49.65217391304348
1973,Feb,57.11818181818182
1973,Jan,49.87826086956522
1973,Jul,93.0391304347826
1973,Jun,90.72857142857143
1973,Mar,61.36363636363637
1973,May,88.80952380952381
1973,Nov,54.06521739130435
1973,Oct,68.49090909090908
1973,Sep,89.71249999999999
1974,Apr,71.32000000000001
1974,Aug,92.10434782608696
1974,Dec,51.595000000000006
1974,Feb,50.57826086956521
1974,Jan,50.8
1974,Jul,90.80454545454546
1974,Jun,87.95652173913044
1974,Mar,61.86818181818182
1974,May,72.33043478260869
1974,Nov,57.00555555555555
1974,Oct,73.65263157894738
1974,Sep,88.56521739130434
1975,Apr,65.62272727272727
1975,Aug,84.91363636363636
1975,Dec,54.050000000000004
1975,Feb,51.01363636363636
1975,Jan,50.08181818181818
1975,Jul,94.08095238095238
1975,Jun,84.5391304347826
1975,Mar,56.43333333333333
1975,May,81.01363636363637
1975,Nov,64.54782608695652
1975,Oct,77.96818181818182
1975,Sep,85.93181818181819
1976,Apr,73.08749999999999
1976,Aug,85.45217391304348
1976,Dec,52.154545454545456
1976,Feb,52.68260869565218
1976,Jan,52.31739130434782
1976,Jul,88.40434782608695
1976,Jun,86.05217391304348
1976,Mar,59.404347826086955
1976,May,79.9375
1976,Nov,60.04782608695652
1976,Oct,77.01304347826087
1976,Sep,86.98260869565217
1977,Apr,81.71304347826087
1977,Aug,98.00434782608696
1977,Dec,52.161904761904765
1977,Feb,60.29130434782609
1977,Jan,49.74347826086956
1977,Jul,89.24347826086957
1977,Jun,87.9875
1977,Mar,60.237500000000004
1977,May,74.24166666666666
1977,Nov,57.550000000000004
1977,Oct,68.57727272727273
1977,Sep,80.14583333333333
1978,Apr,69.4608695652174
1978,Aug,94.78750000000001
1978,Dec,45.92272727272727
1978,Feb,53.321739130434786
1978,Jan,47.595652173913045
1978,Jul,93.54782608695652
1978,Jun,89.39999999999999
1978,Mar,66.26521739130435
1978,May,79.1375
1978,Nov,60.34285714285714
1978,Oct,72.81739130434782
1978,Sep,77.9952380952381
1979,Apr,74.5608695652174
1979,Aug,90.06818181818181
1979,Dec,54.5
1979,Feb,50.9375
1979,Jan,40.30833333333333
1979,Jul,97.43478260869566
1979,Jun,87.72173913043478
1979,Mar,66.6608695652174
1979,May,81.9047619047619
1979,Nov,56.32916666666667
1979,Oct,78.7
1979,Sep,87.02608695652174
1980,Apr,78.62916666666666
1980,Aug,88.46666666666665
1980,Dec,57.449999999999996
1980,Feb,53.75
1980,Jan,46.02272727272727
1980,Jul,92.74347826086957
1980,Jun,78.42727272727274
1980,Mar,58.48260869565217
1980,May,78.85217391304347
1980,Nov,62.3125
1980,Oct,80.88695652173914
1980,Sep,82.77727272727272
1981,Apr,76.2304347826087
1981,Aug,98.17916666666667
1981,Dec,49.48260869565217
1981,Feb,57.354166666666664
1981,Jan,53.3125
1981,Jul,90.11666666666667
1981,Jun,81.78260869565217
1981,Mar,64.38695652173914
1981,May,79.0391304347826
1981,Nov,62.35833333333333
1981,Oct,68.47826086956522
1981,Sep,91.11666666666667
1982,Apr,73.1125
1982,Aug,92.4090909090909
1982,Dec,52.455
1982,Feb,55.3125
1982,Jan,48.72173913043478
1982,Jul,90.98095238095237
1982,Jun,92.78999999999999
1982,Mar,62.05833333333334
1982,May,79.12380952380951
1982,Nov,55.63913043478261
1982,Oct,70.34583333333333
1982,Sep,86.14285714285714
1983,Apr,72.34782608695652
1983,Aug,89.235
1983,Dec,43.2
1983,Feb,56.81304347826087
1983,Jan,52.88260869565217
1983,Jul,88.28095238095239
1983,Jun,82.30454545454546
1983,Mar,61.72380952380953
1983,May,90.965
1983,Nov,57.725
1983,Oct,66.47727272727273
1983,Sep,79.55454545454546
1984,Apr,74.47272727272728
1984,Aug,91.58695652173913
1984,Dec,42.00952380952381
1984,Feb,53.91363636363636
1984,Jan,52.6625
1984,Jul,93.78571428571429
1984,Jun,83.875
1984,Mar,62.78333333333333
1984,May,82.04545454545455
1984,Nov,53.280952380952385
1984,Oct,74.41363636363636
1984,Sep,82.47272727272728
1985,Apr,73.0391304347826
1985,Aug,88.47619047619048
1985,Dec,42.154545454545456
1985,Feb,51.44782608695652
1985,Jan,41.756521739130434
1985,Jul,95.36
1985,Jun,90.33181818181818
1985,Mar,60.45454545454545
1985,May,83.93333333333332
1985,Nov,53.995000000000005
1985,Oct,68.155
1985,Sep,76.7909090909091
1986,Apr,72.71363636363637
1986,Aug,92.62
1986,Dec,45.578947368421055
1986,Feb,62.09090909090909
1986,Jan,51.59583333333333
1986,Jul,85.37826086956522
1986,Jun,89.85454545454546
1986,Mar,66.15454545454546
1986,May,87.97727272727273
1986,Nov,57.17619047619048
1986,Oct,72.43636363636364
1986,Sep,84.21000000000001
1987,Apr,81.55454545454546
1987,Aug,91.33684210526316
1987,Dec,51.61428571428572
1987,Feb,53.46666666666666
1987,Jan,47.47727272727273
1987,Jul,88.88947368421053
1987,Jun,90.44761904761906
1987,Mar,65.71818181818182
1987,May,86.61904761904762
1987,Nov,60.21818181818182
1987,Oct,81.18947368421053
1987,Sep,91.53157894736842
1988,Apr,74.56363636363636
1988,Aug,92.61578947368422
1988,Dec,50.53181818181818
1988,Feb,59.99473684210527
1988,Jan,47.9
1988,Jul,93.89545454545454
1988,Jun,86.16666666666667
1988,Mar,63.7
1988,May,84.06
1988,Nov,60.0578947368421
1988,Oct,79.31363636363636
1988,Sep,93.77619047619048
1989,Apr,75.45652173913044
1989,Aug,88.8
1989,Dec,51.105000000000004
1989,Feb,48.25909090909091
1989,Jan,52.93333333333333
1989,Jul,87.15
1989,Jun,88.85238095238095
1989,Mar,58.22173913043478
1989,May,77.54285714285714
1989,Nov,61.654545454545456
1989,Oct,72.7578947368421
1989,Sep,85.77000000000001
1990,Apr,74.15238095238095
1990,Aug,93.57777777777778
1990,Dec,48.540909090909096
1990,Feb,56.86190476190476
1990,Jan,51.79545454545455
1990,Jul,95.64736842105263
1990,Jun,86.135
1990,Mar,66.16956521739131
1990,May,80.01363636363637
1990,Nov,60.404545454545456
1990,Oct,69.27272727272727
1990,Sep,88.08181818181818
1991,Apr,72.07142857142857
1991,Aug,88.08421052631579
1991,Dec,49.7
1991,Feb,59.78636363636363
1991,Jan,50.13333333333333
1991,Jul,91.84375
1991,Jun,79.375
1991,Mar,64.565
1991,May,72.21363636363637
1991,Nov,56.25
1991,Oct,78.74444444444445
1991,Sep,85.725
1992,Apr,75.59565217391305
1992,Aug,94.2578947368421
1992,Dec,46.47727272727273
1992,Feb,60.34347826086957
1992,Jan,52.94500000000001
1992,Jul,93.01578947368421
1992,Jun,93.77222222222223
1992,Mar,68.45714285714286
1992,May,86.365
1992,Nov,55.19
1992,Oct,77.21000000000001
1992,Sep,81.01818181818182
1993,Apr,66.32083333333334
1993,Aug,90.75714285714287
1993,Dec,51.31818181818182
1993,Feb,51.608695652173914
1993,Jan,47.733333333333334
1993,Jul,82.79545454545455
1993,Jun,82.59545454545454
1993,Mar,60.05652173913043
1993,May,86.15789473684211
1993,Nov,56.32916666666667
1993,Oct,78.175
1993,Sep,85.845
1994,Apr,74.22608695652174
1994,Aug,91.30499999999999
1994,Dec,51.152631578947364
1994,Feb,51.391304347826086
1994,Jan,52.37826086956522
1994,Jul,96.05714285714286
1994,Jun,84.02499999999999
1994,Mar,71.73333333333333
1994,May,81.23478260869565
1994,Nov,50.55789473684211
1994,Oct,71.51904761904763
1994,Sep,85.30952380952381
1995,Apr,70.45217391304348
1995,Aug,85.41
1995,Dec,52.32727272727273
1995,Feb,60.333333333333336
1995,Jan,51.972727272727276
1995,Jul,92.11428571428571
1995,Jun,88.21904761904761
1995,Mar,66.75652173913043
1995,May,82.50909090909092
1995,Nov,60.56
1995,Oct,68.1842105263158
1995,Sep,87.39047619047619
1996,Apr,73.75714285714287
1996,Aug,92.62
1996,Dec,47.485
1996,Feb,56.582608695652176
1996,Jan,50.709090909090904
1996,Jul,94.42222222222222
1996,Jun,82.14
1996,Mar,64.16956521739131
1996,May,73.3
1996,Nov,57.794444444444444
1996,Oct,75.8578947368421
1996,Sep,82.755
1997,Apr,67.89047619047619
1997,Aug,91.01764705882353
1997,Dec,50.644999999999996
1997,Feb,55.82272727272727
1997,Jan,49.38333333333333
1997,Jul,87.865
1997,Jun,80.03888888888889
1997,Mar,63.665
1997,May,82.66190476190476
1997,Nov,59.67
1997,Oct,70.91
1997,Sep,85.24444444444445
1998,Apr,79.2421052631579
1998,Aug,94.0047619047619
1998,Dec,52.125
1998,Feb,55.122727272727275
1998,Jan,51.94210526315789
1998,Jul,96.05
1998,Jun,82.71578947368421
1998,Mar,65.06666666666668
1998,May,82.16499999999999
1998,Nov,56.625
1998,Oct,74.04285714285714
1998,Sep,89.65238095238095
1999,Apr,76.11052631578947
1999,Aug,90.60526315789474
1999,Dec,52.214285714285715
1999,Feb,51.795
1999,Jan,50.50555555555556
1999,Jul,89.3375
1999,Jun,88.10000000000001
1999,Mar,66.02000000000001
1999,May,84.05555555555556
1999,Nov,61.88095238095238
1999,Oct,70.51
1999,Sep,85.51
2000,Apr,72.13
2000,Aug,88.00526315789473
2000,Dec,44.611111111111114
2000,Feb,52.31739130434782
2000,Jan,47.02272727272727
2000,Jul,89.6047619047619
2000,Jun,88.0
2000,Mar,61.62173913043478
2000,May,76.51666666666667
2000,Nov,54.219047619047615
2000,Oct,71.62
2000,Sep,84.51
2001,Apr,74.03333333333333
2001,Aug,92.89500000000001
2001,Dec,48.81428571428571
2001,Feb,50.75217391304348
2001,Jan,49.84285714285714
2001,Jul,87.68823529411765
2001,Jun,84.95
2001,Mar,65.53333333333333
2001,May,87.27142857142857
2001,Nov,60.10454545454545
2001,Oct,74.02631578947368
2001,Sep,83.3952380952381
2002,Apr,68.93478260869566
2002,Aug,91.94285714285714
2002,Dec,53.171428571428564
2002,Feb,55.62173913043478
2002,Jan,53.15652173913043
2002,Jul,95.35555555555555
2002,Jun,92.71052631578948
2002,Mar,58.19130434782609
2002,May,76.84285714285714
2002,Nov,57.209523809523816
2002,Oct,70.3
2002,Sep,85.2421052631579
2003,Apr,68.32727272727273
2003,Aug,91.02941176470588
2003,Dec,48.25714285714285
2003,Feb,53.369565217391305
2003,Jan,54.362500000000004
2003,Jul,95.9
2003,Jun,91.96666666666667
2003,Mar,66.8391304347826
2003,May,82.7421052631579
2003,Nov,56.161904761904765
2003,Oct,78.60000000000001
2003,Sep,91.86315789473684
2004,Apr,79.47999999999999
2004,Aug,95.58421052631579
2004,Dec,53.5
2004,Feb,54.904545454545456
2004,Jan,50.235
2004,Jul,97.52105263157895
2004,Jun,92.32631578947368
2004,Mar,71.32105263157894
2004,May,79.295
2004,Nov,56.55
2004,Oct,75.02000000000001
2004,Sep,80.755
2005,Apr,75.86666666666666
2005,Aug,91.44285714285714
2005,Dec,49.016666666666666
2005,Feb,60.21739130434783
2005,Jan,54.88095238095238
2005,Jul,90.36111111111111
2005,Jun,85.32000000000001
2005,Mar,67.675
2005,May,87.66818181818182
2005,Nov,53.67894736842105
2005,Oct,69.2421052631579
2005,Sep,80.06315789473685
2006,Apr,73.6952380952381
2006,Aug,88.87894736842105
2006,Dec,49.405
2006,Feb,52.44782608695652
2006,Jan,51.114999999999995
2006,Jul,96.31666666666666
2006,Jun,91.74761904761905
2006,Mar,60.01818181818182
2006,May,86.65
2006,Nov,58.425
2006,Oct,70.83157894736841
2006,Sep,87.9421052631579
2007,Apr,71.85499999999999
2007,Aug,88.9578947368421
2007,Dec,53.833333333333336
2007,Feb,55.660869565217396
2007,Jan,49.794736842105266
2007,Jul,95.77000000000001
2007,Jun,86.02272727272727
2007,Mar,65.80526315789473
2007,May,82.03333333333333
2007,Nov,58.11904761904762
2007,Oct,70.3
2007,Sep,83.41666666666667
2008,Apr,72.47
2008,Aug,91.67058823529412
2008,Dec,48.96666666666667
2008,Feb,56.48
2008,Jan,46.87647058823529
2008,Jul,87.35555555555555
2008,Jun,93.48421052631579
2008,Mar,57.925
2008,May,87.09473684210526
2008,Nov,61.59473684210526
2008,Oct,75.91666666666667
2008,Sep,83.87
2009,Apr,74.525
2009,Aug,93.20526315789475
2009,Dec,47.26363636363636
2009,Feb,52.31739130434782
2009,Jan,49.92857142857143
2009,Jul,95.75555555555555
2009,Jun,85.03181818181818
2009,Mar,57.50454545454545
2009,May,84.31
2009,Nov,56.80434782608695
2009,Oct,67.00952380952381
2009,Sep,87.64
2010,Apr,71.91250000000001
2010,Aug,92.18695652173913
2010,Dec,49.709090909090904
2010,Feb,56.04347826086956
2010,Jan,53.03333333333334
2010,Jul,91.10909090909091
2010,Jun,79.4090909090909
2010,Mar,64.66521739130435
2010,May,74.78260869565217
2010,Nov,63.178260869565214
2010,Oct,75.73913043478261
2010,Sep,80.98636363636363
2011,Apr,63.956
2011,Aug,88.51304347826087
2011,Dec,50.13333333333333
2011,Feb,51.67916666666667
2011,Jan,51.85
2011,Jul,85.375
2011,Jun,81.25454545454545
2011,Mar,58.772
2011,May,71.90416666666667
2011,Nov,55.949999999999996
2011,Oct,70.64347826086956
2011,Sep,87.86363636363636
2012,Apr,76.29565217391304
2012,Aug,93.51304347826088
2012,Dec,50.655
2012,Feb,53.34583333333333
2012,Jan,49.872727272727275
2012,Jul,87.36399999999999
2012,Jun,78.11363636363636
2012,Mar,60.887499999999996
2012,May,83.57272727272726
2012,Nov,60.67619047619048
2012,Oct,74.89545454545454
2012,Sep,85.69565217391305
2013,Apr,71.47619047619048
2013,Aug,86.75
2013,Dec,48.01578947368421
2013,Feb,50.71
2013,Jan,46.377272727272725
2013,Jul,90.96666666666667
2013,Jun,85.58749999999999
2013,Mar,66.52857142857142
2013,May,83.43181818181819
2013,Nov,57.03684210526316
2013,Oct,69.015
2013,Sep,88.03333333333333
2014,Apr,73.26190476190476
2014,Aug,93.62608695652175
2014,Dec,54.09090909090909
2014,Feb,51.35
2014,Jan,52.355
2014,Jul,92.97500000000001
2014,Jun,80.98181818181818
2014,Mar,61.25217391304348
2014,May,82.2090909090909
2014,Nov,58.55
2014,Oct,78.26666666666667
2014,Sep,85.48260869565217
2015,Apr,75.25833333333334
2015,Aug,93.38
2015,Dec,53.31428571428571
2015,Feb,58.93333333333333
2015,Jan,53.88095238095238
2015,Jul,95.9304347826087
2015,Jun,94.78695652173913
2015,Mar,68.32272727272726
2015,May,81.34761904761905
2015,Nov,57.252631578947366
2015,Oct,76.16190476190476
2015,Sep,84.67272727272727
2016,Apr,81.30869565217391
2016,Aug,91.99090909090908
2016,Dec,46.38421052631579
2016,Feb,58.72083333333333
2016,Jan,49.426086956521736
2016,Jul,88.49545454545455
2016,Jun,91.10000000000001
2016,Mar,67.0909090909091
2016,May,82.2
2016,Nov,63.65
2016,Oct,67.3409090909091
2016,Sep,80.45217391304348
2017,Apr,64.31428571428572
2017,Aug,95.01363636363637
2017,Dec,47.76842105263158
2017,Feb,50.29545454545455
2017,Jan,44.699999999999996
2017,Jul,88.9952380952381
2017,Jun,90.72727272727273
2017,Mar,56.695454545454545
2017,May,84.07142857142857
2017,Nov,59.19500000000001
2017,Oct,68.25909090909092
2017,Sep,90.69545454545454
2018,Apr,77.94545454545454
2018,Aug,94.05238095238094
2018,Dec,51.35
2018,Feb,54.61739130434783
2018,Jan,53.75
2018,Jul,92.42
2018,Jun,84.82608695652173
2018,Mar,64.3409090909091
2018,May,83.12
2018,Nov,60.285714285714285
2018,Oct,69.52000000000001
2018,Sep,83.05909090909091
2019,Apr,69.02272727272727
2019,Aug,91.97391304347826
2019,Dec,50.65555555555555
2019,Feb,45.976190476190474
2019,Jan,50.636842105263156
2019,Jul,87.37727272727273
2019,Jun,88.05238095238094
2019,Mar,67.1590909090909
2019,May,82.11428571428571
2019,Nov,57.321052631578944
2019,Oct,65.12608695652175
2019,Sep,83.39473684210526
2020,Apr,70.83809523809524
2020,Aug,95.67777777777778
2020,Dec,52.7
2020,Feb,56.62857142857143
2020,Jan,52.80952380952381
2020,Jul,94.89
2020,Jun,85.525
2020,Mar,60.215789473684204
2020,May,84.20526315789475
2020,Nov,60.75882352941177
2020,Oct,77.05263157894737
2020,Sep,90.77272727272727
2021,Apr,77.60555555555555
2021,Aug,96.98947368421052
2021,Dec,57.48125
2021,Feb,51.13
2021,Jan,52.41764705882353
2021,Jul,93.71764705882353
2021,Jun,102.39999999999999
2021,Mar,61.489999999999995
2021,May,80.56842105263158
2021,Nov,60.21764705882353
2021,Oct,68.23125
2021,Sep,84.0625
2022,Apr,69.4875
2022,Aug,97.73333333333333
2022,Dec,71.58559437561266
2022,Feb,56.91052631578947
2022,Jan,50.3235294117647
2022,Jul,97.92941176470588
2022,Jun,92.25625
2022,Mar,65.08888888888889
2022,May,72.38333333333334
2022,Nov,71.58559437561266
2022,Oct,71.58559437561266
2022,Sep,93.19285714285715
